"year","indicator","values","trend_type","labels","yAxisLabels","min","values_temp","values_all_else"
1945,"x8_water_use_world",1.14148184841842,"Socio-economic Trends","Water Use","k km³",NA,1.14148184841842,1.14148184841842
1946,"x8_water_use_world",1.17773420150926,"Socio-economic Trends","Water Use","k km³",NA,1.17773420150926,1.17773420150926
1947,"x8_water_use_world",1.17808407204997,"Socio-economic Trends","Water Use","k km³",NA,1.17808407204997,1.17808407204997
1948,"x8_water_use_world",1.18391122247326,"Socio-economic Trends","Water Use","k km³",NA,1.18391122247326,1.18391122247326
1949,"x8_water_use_world",1.19399855981829,"Socio-economic Trends","Water Use","k km³",NA,1.19399855981829,1.19399855981829
1950,"x8_water_use_world",1.22658149265206,"Socio-economic Trends","Water Use","k km³",NA,1.22658149265206,1.22658149265206
1951,"x8_water_use_world",1.32810636171231,"Socio-economic Trends","Water Use","k km³",NA,1.32810636171231,1.32810636171231
1952,"x8_water_use_world",1.37903141759164,"Socio-economic Trends","Water Use","k km³",NA,1.37903141759164,1.37903141759164
1953,"x8_water_use_world",1.37380478838569,"Socio-economic Trends","Water Use","k km³",NA,1.37380478838569,1.37380478838569
1954,"x8_water_use_world",1.37267766165852,"Socio-economic Trends","Water Use","k km³",NA,1.37267766165852,1.37267766165852
1955,"x8_water_use_world",1.42477325253786,"Socio-economic Trends","Water Use","k km³",NA,1.42477325253786,1.42477325253786
1956,"x8_water_use_world",1.45735332854566,"Socio-economic Trends","Water Use","k km³",NA,1.45735332854566,1.45735332854566
1957,"x8_water_use_world",1.5672946943154,"Socio-economic Trends","Water Use","k km³",NA,1.5672946943154,1.5672946943154
1958,"x8_water_use_world",1.57692337718161,"Socio-economic Trends","Water Use","k km³",NA,1.57692337718161,1.57692337718161
1959,"x8_water_use_world",1.63831618849667,"Socio-economic Trends","Water Use","k km³",NA,1.63831618849667,1.63831618849667
1960,"x8_water_use_world",1.75185669417304,"Socio-economic Trends","Water Use","k km³",NA,1.75185669417304,1.75185669417304
1961,"x8_water_use_world",1.76531709485533,"Socio-economic Trends","Water Use","k km³",NA,1.76531709485533,1.76531709485533
1962,"x8_water_use_world",1.83601401614267,"Socio-economic Trends","Water Use","k km³",NA,1.83601401614267,1.83601401614267
1963,"x8_water_use_world",1.91942457179904,"Socio-economic Trends","Water Use","k km³",NA,1.91942457179904,1.91942457179904
1964,"x8_water_use_world",1.94667096302453,"Socio-economic Trends","Water Use","k km³",NA,1.94667096302453,1.94667096302453
1965,"x8_water_use_world",2.09452930142009,"Socio-economic Trends","Water Use","k km³",NA,2.09452930142009,2.09452930142009
1966,"x8_water_use_world",2.1553540044427,"Socio-economic Trends","Water Use","k km³",NA,2.1553540044427,2.1553540044427
1967,"x8_water_use_world",2.13310382480053,"Socio-economic Trends","Water Use","k km³",NA,2.13310382480053,2.13310382480053
1968,"x8_water_use_world",2.34915027645749,"Socio-economic Trends","Water Use","k km³",NA,2.34915027645749,2.34915027645749
1969,"x8_water_use_world",2.35873473750889,"Socio-economic Trends","Water Use","k km³",NA,2.35873473750889,2.35873473750889
1970,"x8_water_use_world",2.36205742668074,"Socio-economic Trends","Water Use","k km³",NA,2.36205742668074,2.36205742668074
1971,"x8_water_use_world",2.43574901014455,"Socio-economic Trends","Water Use","k km³",NA,2.43574901014455,2.43574901014455
1972,"x8_water_use_world",2.54723287308725,"Socio-economic Trends","Water Use","k km³",NA,2.54723287308725,2.54723287308725
1973,"x8_water_use_world",2.60631533168515,"Socio-economic Trends","Water Use","k km³",NA,2.60631533168515,2.60631533168515
1974,"x8_water_use_world",2.72475434720238,"Socio-economic Trends","Water Use","k km³",NA,2.72475434720238,2.72475434720238
1975,"x8_water_use_world",2.63824226825299,"Socio-economic Trends","Water Use","k km³",NA,2.63824226825299,2.63824226825299
1976,"x8_water_use_world",2.73968811954924,"Socio-economic Trends","Water Use","k km³",NA,2.73968811954924,2.73968811954924
1977,"x8_water_use_world",2.79053616797884,"Socio-economic Trends","Water Use","k km³",NA,2.79053616797884,2.79053616797884
1978,"x8_water_use_world",2.9911320857534,"Socio-economic Trends","Water Use","k km³",NA,2.9911320857534,2.9911320857534
1979,"x8_water_use_world",3.11012055270429,"Socio-economic Trends","Water Use","k km³",NA,3.11012055270429,3.11012055270429
1980,"x8_water_use_world",3.07343783869316,"Socio-economic Trends","Water Use","k km³",NA,3.07343783869316,3.07343783869316
1981,"x8_water_use_world",3.05397424670348,"Socio-economic Trends","Water Use","k km³",NA,3.05397424670348,3.05397424670348
1982,"x8_water_use_world",3.06719220754332,"Socio-economic Trends","Water Use","k km³",NA,3.06719220754332,3.06719220754332
1983,"x8_water_use_world",3.0335388955619,"Socio-economic Trends","Water Use","k km³",NA,3.0335388955619,3.0335388955619
1984,"x8_water_use_world",3.1158207761362,"Socio-economic Trends","Water Use","k km³",NA,3.1158207761362,3.1158207761362
1985,"x8_water_use_world",3.1287547013014,"Socio-economic Trends","Water Use","k km³",NA,3.1287547013014,3.1287547013014
1986,"x8_water_use_world",3.23308769666355,"Socio-economic Trends","Water Use","k km³",NA,3.23308769666355,3.23308769666355
1987,"x8_water_use_world",3.27139012475939,"Socio-economic Trends","Water Use","k km³",NA,3.27139012475939,3.27139012475939
1988,"x8_water_use_world",3.33841179200441,"Socio-economic Trends","Water Use","k km³",NA,3.33841179200441,3.33841179200441
1989,"x8_water_use_world",3.36904848762049,"Socio-economic Trends","Water Use","k km³",NA,3.36904848762049,3.36904848762049
1990,"x8_water_use_world",3.3213572981518,"Socio-economic Trends","Water Use","k km³",NA,3.3213572981518,3.3213572981518
1991,"x8_water_use_world",3.41768760317452,"Socio-economic Trends","Water Use","k km³",NA,3.41768760317452,3.41768760317452
1992,"x8_water_use_world",3.31943805885071,"Socio-economic Trends","Water Use","k km³",NA,3.31943805885071,3.31943805885071
1993,"x8_water_use_world",3.35824915759908,"Socio-economic Trends","Water Use","k km³",NA,3.35824915759908,3.35824915759908
1994,"x8_water_use_world",3.46407020327014,"Socio-economic Trends","Water Use","k km³",NA,3.46407020327014,3.46407020327014
1995,"x8_water_use_world",3.42021291456249,"Socio-economic Trends","Water Use","k km³",NA,3.42021291456249,3.42021291456249
1996,"x8_water_use_world",3.33887486193555,"Socio-economic Trends","Water Use","k km³",NA,3.33887486193555,3.33887486193555
1997,"x8_water_use_world",3.44185912053765,"Socio-economic Trends","Water Use","k km³",NA,3.44185912053765,3.44185912053765
1998,"x8_water_use_world",3.4957617116623,"Socio-economic Trends","Water Use","k km³",NA,3.4957617116623,3.4957617116623
1999,"x8_water_use_world",3.65104814190729,"Socio-economic Trends","Water Use","k km³",NA,3.65104814190729,3.65104814190729
2000,"x8_water_use_world",3.78594889032336,"Socio-economic Trends","Water Use","k km³",NA,3.78594889032336,3.78594889032336
2001,"x8_water_use_world",3.86164239312358,"Socio-economic Trends","Water Use","k km³",NA,3.86164239312358,3.86164239312358
2002,"x8_water_use_world",3.80685757515071,"Socio-economic Trends","Water Use","k km³",NA,3.80685757515071,3.80685757515071
2003,"x8_water_use_world",3.72307143632559,"Socio-economic Trends","Water Use","k km³",NA,3.72307143632559,3.72307143632559
2004,"x8_water_use_world",3.85297353648786,"Socio-economic Trends","Water Use","k km³",NA,3.85297353648786,3.85297353648786
2005,"x8_water_use_world",3.82743737720837,"Socio-economic Trends","Water Use","k km³",NA,3.82743737720837,3.82743737720837
2006,"x8_water_use_world",3.99219931944862,"Socio-economic Trends","Water Use","k km³",NA,3.99219931944862,3.99219931944862
2007,"x8_water_use_world",4.00366479844381,"Socio-economic Trends","Water Use","k km³",NA,4.00366479844381,4.00366479844381
2008,"x8_water_use_world",3.94832626486231,"Socio-economic Trends","Water Use","k km³",NA,3.94832626486231,3.94832626486231
2009,"x8_water_use_world",4.07294698492912,"Socio-economic Trends","Water Use","k km³",NA,4.07294698492912,4.07294698492912
2010,"x8_water_use_world",3.87188618448169,"Socio-economic Trends","Water Use","k km³",NA,3.87188618448169,3.87188618448169
1961,"x9_paper_production_world",74.149896,"Socio-economic Trends","Paper Production","mn tonnes",NA,74.149896,74.149896
1962,"x9_paper_production_world",77.4279,"Socio-economic Trends","Paper Production","mn tonnes",NA,77.4279,77.4279
1963,"x9_paper_production_world",82.254624,"Socio-economic Trends","Paper Production","mn tonnes",NA,82.254624,82.254624
1964,"x9_paper_production_world",91.0406,"Socio-economic Trends","Paper Production","mn tonnes",NA,91.0406,91.0406
1965,"x9_paper_production_world",96.520804,"Socio-economic Trends","Paper Production","mn tonnes",NA,96.520804,96.520804
1966,"x9_paper_production_world",103.838496,"Socio-economic Trends","Paper Production","mn tonnes",NA,103.838496,103.838496
1967,"x9_paper_production_world",105.018096,"Socio-economic Trends","Paper Production","mn tonnes",NA,105.018096,105.018096
1968,"x9_paper_production_world",113.110796,"Socio-economic Trends","Paper Production","mn tonnes",NA,113.110796,113.110796
1969,"x9_paper_production_world",122.067408,"Socio-economic Trends","Paper Production","mn tonnes",NA,122.067408,122.067408
1970,"x9_paper_production_world",125.632008,"Socio-economic Trends","Paper Production","mn tonnes",NA,125.632008,125.632008
1971,"x9_paper_production_world",127.495408,"Socio-economic Trends","Paper Production","mn tonnes",NA,127.495408,127.495408
1972,"x9_paper_production_world",136.6608,"Socio-economic Trends","Paper Production","mn tonnes",NA,136.6608,136.6608
1973,"x9_paper_production_world",147.3411,"Socio-economic Trends","Paper Production","mn tonnes",NA,147.3411,147.3411
1974,"x9_paper_production_world",149.484908,"Socio-economic Trends","Paper Production","mn tonnes",NA,149.484908,149.484908
1975,"x9_paper_production_world",127.012725,"Socio-economic Trends","Paper Production","mn tonnes",NA,127.012725,127.012725
1976,"x9_paper_production_world",146.281208,"Socio-economic Trends","Paper Production","mn tonnes",NA,146.281208,146.281208
1977,"x9_paper_production_world",151.125,"Socio-economic Trends","Paper Production","mn tonnes",NA,151.125,151.125
1978,"x9_paper_production_world",158.9127,"Socio-economic Trends","Paper Production","mn tonnes",NA,158.9127,158.9127
1979,"x9_paper_production_world",167.780808,"Socio-economic Trends","Paper Production","mn tonnes",NA,167.780808,167.780808
1980,"x9_paper_production_world",169.3323,"Socio-economic Trends","Paper Production","mn tonnes",NA,169.3323,169.3323
1981,"x9_paper_production_world",169.094143,"Socio-economic Trends","Paper Production","mn tonnes",NA,169.094143,169.094143
1982,"x9_paper_production_world",166.207512,"Socio-economic Trends","Paper Production","mn tonnes",NA,166.207512,166.207512
1983,"x9_paper_production_world",176.397087,"Socio-economic Trends","Paper Production","mn tonnes",NA,176.397087,176.397087
1984,"x9_paper_production_world",189.030265,"Socio-economic Trends","Paper Production","mn tonnes",NA,189.030265,189.030265
1985,"x9_paper_production_world",192.004055,"Socio-economic Trends","Paper Production","mn tonnes",NA,192.004055,192.004055
1986,"x9_paper_production_world",202.308443,"Socio-economic Trends","Paper Production","mn tonnes",NA,202.308443,202.308443
1987,"x9_paper_production_world",213.64101,"Socio-economic Trends","Paper Production","mn tonnes",NA,213.64101,213.64101
1988,"x9_paper_production_world",226.519428,"Socio-economic Trends","Paper Production","mn tonnes",NA,226.519428,226.519428
1989,"x9_paper_production_world",232.117918,"Socio-economic Trends","Paper Production","mn tonnes",NA,232.117918,232.117918
1990,"x9_paper_production_world",239.278429,"Socio-economic Trends","Paper Production","mn tonnes",NA,239.278429,239.278429
1991,"x9_paper_production_world",243.362829,"Socio-economic Trends","Paper Production","mn tonnes",NA,243.362829,243.362829
1992,"x9_paper_production_world",246.300146,"Socio-economic Trends","Paper Production","mn tonnes",NA,246.300146,246.300146
1993,"x9_paper_production_world",252.388723,"Socio-economic Trends","Paper Production","mn tonnes",NA,252.388723,252.388723
1994,"x9_paper_production_world",268.580495,"Socio-economic Trends","Paper Production","mn tonnes",NA,268.580495,268.580495
1995,"x9_paper_production_world",282.200926,"Socio-economic Trends","Paper Production","mn tonnes",NA,282.200926,282.200926
1996,"x9_paper_production_world",284.217765,"Socio-economic Trends","Paper Production","mn tonnes",NA,284.217765,284.217765
1997,"x9_paper_production_world",301.02658,"Socio-economic Trends","Paper Production","mn tonnes",NA,301.02658,301.02658
1998,"x9_paper_production_world",301.662831,"Socio-economic Trends","Paper Production","mn tonnes",NA,301.662831,301.662831
1999,"x9_paper_production_world",315.254308,"Socio-economic Trends","Paper Production","mn tonnes",NA,315.254308,315.254308
2000,"x9_paper_production_world",324.434129,"Socio-economic Trends","Paper Production","mn tonnes",NA,324.434129,324.434129
2001,"x9_paper_production_world",318.778734,"Socio-economic Trends","Paper Production","mn tonnes",NA,318.778734,318.778734
2002,"x9_paper_production_world",330.017929,"Socio-economic Trends","Paper Production","mn tonnes",NA,330.017929,330.017929
2003,"x9_paper_production_world",338.991635,"Socio-economic Trends","Paper Production","mn tonnes",NA,338.991635,338.991635
2004,"x9_paper_production_world",355.86004,"Socio-economic Trends","Paper Production","mn tonnes",NA,355.86004,355.86004
2005,"x9_paper_production_world",364.821939,"Socio-economic Trends","Paper Production","mn tonnes",NA,364.821939,364.821939
2006,"x9_paper_production_world",379.845118,"Socio-economic Trends","Paper Production","mn tonnes",NA,379.845118,379.845118
2007,"x9_paper_production_world",388.031393,"Socio-economic Trends","Paper Production","mn tonnes",NA,388.031393,388.031393
2008,"x9_paper_production_world",391.487578,"Socio-economic Trends","Paper Production","mn tonnes",NA,391.487578,391.487578
2009,"x9_paper_production_world",372.548366,"Socio-economic Trends","Paper Production","mn tonnes",NA,372.548366,372.548366
2010,"x9_paper_production_world",398.77228,"Socio-economic Trends","Paper Production","mn tonnes",NA,398.77228,398.77228
1963,"x10_transportation_world",177.117816,"Socio-economic Trends","Transportation","mn motor vehicles",NA,177.117816,177.117816
1964,"x10_transportation_world",189.085136,"Socio-economic Trends","Transportation","mn motor vehicles",NA,189.085136,189.085136
1965,"x10_transportation_world",200.612922,"Socio-economic Trends","Transportation","mn motor vehicles",NA,200.612922,200.612922
1966,"x10_transportation_world",217.137673,"Socio-economic Trends","Transportation","mn motor vehicles",NA,217.137673,217.137673
1967,"x10_transportation_world",221.788712,"Socio-economic Trends","Transportation","mn motor vehicles",NA,221.788712,221.788712
1968,"x10_transportation_world",240.53533,"Socio-economic Trends","Transportation","mn motor vehicles",NA,240.53533,240.53533
1969,"x10_transportation_world",258.025055,"Socio-economic Trends","Transportation","mn motor vehicles",NA,258.025055,258.025055
1970,"x10_transportation_world",267.437178,"Socio-economic Trends","Transportation","mn motor vehicles",NA,267.437178,267.437178
1971,"x10_transportation_world",276.688598,"Socio-economic Trends","Transportation","mn motor vehicles",NA,276.688598,276.688598
1972,"x10_transportation_world",292.07033,"Socio-economic Trends","Transportation","mn motor vehicles",NA,292.07033,292.07033
1973,"x10_transportation_world",310.209842,"Socio-economic Trends","Transportation","mn motor vehicles",NA,310.209842,310.209842
1974,"x10_transportation_world",327.281211,"Socio-economic Trends","Transportation","mn motor vehicles",NA,327.281211,327.281211
1975,"x10_transportation_world",338.048902,"Socio-economic Trends","Transportation","mn motor vehicles",NA,338.048902,338.048902
1976,"x10_transportation_world",356.631731,"Socio-economic Trends","Transportation","mn motor vehicles",NA,356.631731,356.631731
1977,"x10_transportation_world",353.49653,"Socio-economic Trends","Transportation","mn motor vehicles",NA,353.49653,353.49653
1978,"x10_transportation_world",396.019085,"Socio-economic Trends","Transportation","mn motor vehicles",NA,396.019085,396.019085
1979,"x10_transportation_world",419.596762640266,"Socio-economic Trends","Transportation","mn motor vehicles",NA,419.596762640266,419.596762640266
1980,"x10_transportation_world",426.8828055,"Socio-economic Trends","Transportation","mn motor vehicles",NA,426.8828055,426.8828055
1981,"x10_transportation_world",452.190866874469,"Socio-economic Trends","Transportation","mn motor vehicles",NA,452.190866874469,452.190866874469
1982,"x10_transportation_world",529.108288,"Socio-economic Trends","Transportation","mn motor vehicles",NA,529.108288,529.108288
1983,"x10_transportation_world",474.256706,"Socio-economic Trends","Transportation","mn motor vehicles",NA,474.256706,474.256706
1984,"x10_transportation_world",466.80692,"Socio-economic Trends","Transportation","mn motor vehicles",NA,466.80692,466.80692
1985,"x10_transportation_world",573.263352,"Socio-economic Trends","Transportation","mn motor vehicles",NA,573.263352,573.263352
1986,"x10_transportation_world",517.128234,"Socio-economic Trends","Transportation","mn motor vehicles",NA,517.128234,517.128234
1987,"x10_transportation_world",536.796646,"Socio-economic Trends","Transportation","mn motor vehicles",NA,536.796646,536.796646
1988,"x10_transportation_world",549.184472,"Socio-economic Trends","Transportation","mn motor vehicles",NA,549.184472,549.184472
1989,"x10_transportation_world",570.117894,"Socio-economic Trends","Transportation","mn motor vehicles",NA,570.117894,570.117894
1990,"x10_transportation_world",602.188829,"Socio-economic Trends","Transportation","mn motor vehicles",NA,602.188829,602.188829
1991,"x10_transportation_world",638.727141,"Socio-economic Trends","Transportation","mn motor vehicles",NA,638.727141,638.727141
1992,"x10_transportation_world",663.177415,"Socio-economic Trends","Transportation","mn motor vehicles",NA,663.177415,663.177415
1993,"x10_transportation_world",706.185722,"Socio-economic Trends","Transportation","mn motor vehicles",NA,706.185722,706.185722
1994,"x10_transportation_world",725.481122,"Socio-economic Trends","Transportation","mn motor vehicles",NA,725.481122,725.481122
1995,"x10_transportation_world",749.091556,"Socio-economic Trends","Transportation","mn motor vehicles",NA,749.091556,749.091556
1996,"x10_transportation_world",778.783908,"Socio-economic Trends","Transportation","mn motor vehicles",NA,778.783908,778.783908
1997,"x10_transportation_world",716.286906,"Socio-economic Trends","Transportation","mn motor vehicles",NA,716.286906,716.286906
1998,"x10_transportation_world",794.791668,"Socio-economic Trends","Transportation","mn motor vehicles",NA,794.791668,794.791668
1999,"x10_transportation_world",794.791668,"Socio-economic Trends","Transportation","mn motor vehicles",NA,794.791668,794.791668
2000,"x10_transportation_world",871.304966,"Socio-economic Trends","Transportation","mn motor vehicles",NA,871.304966,871.304966
2001,"x10_transportation_world",747.767241,"Socio-economic Trends","Transportation","mn motor vehicles",NA,747.767241,747.767241
2002,"x10_transportation_world",848.661287,"Socio-economic Trends","Transportation","mn motor vehicles",NA,848.661287,848.661287
2003,"x10_transportation_world",949.555333,"Socio-economic Trends","Transportation","mn motor vehicles",NA,949.555333,949.555333
2004,"x10_transportation_world",1017.918915,"Socio-economic Trends","Transportation","mn motor vehicles",NA,1017.918915,1017.918915
2005,"x10_transportation_world",1098.861717,"Socio-economic Trends","Transportation","mn motor vehicles",NA,1098.861717,1098.861717
2006,"x10_transportation_world",1176.968653445,"Socio-economic Trends","Transportation","mn motor vehicles",NA,1176.968653445,1176.968653445
2007,"x10_transportation_world",1176.32399507,"Socio-economic Trends","Transportation","mn motor vehicles",NA,1176.32399507,1176.32399507
2008,"x10_transportation_world",1267.466506435,"Socio-economic Trends","Transportation","mn motor vehicles",NA,1267.466506435,1267.466506435
2009,"x10_transportation_world",1281.355196,"Socio-economic Trends","Transportation","mn motor vehicles",NA,1281.355196,1281.355196
1950,"x11_telecommunications_world",0.000713,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.000713,0.000713
1951,"x11_telecommunications_world",0.000644611,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.000644611,0.000644611
1952,"x11_telecommunications_world",0.002231856,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.002231856,0.002231856
1953,"x11_telecommunications_world",0.002492889,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.002492889,0.002492889
1954,"x11_telecommunications_world",0.002744876,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.002744876,0.002744876
1955,"x11_telecommunications_world",0.003614708,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.003614708,0.003614708
1956,"x11_telecommunications_world",0.003909975,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.003909975,0.003909975
1957,"x11_telecommunications_world",0.004230503,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.004230503,0.004230503
1958,"x11_telecommunications_world",0.065929841,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.065929841,0.065929841
1959,"x11_telecommunications_world",0.070282607,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.070282607,0.070282607
1960,"x11_telecommunications_world",0.087019098,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.087019098,0.087019098
1961,"x11_telecommunications_world",0.091275608,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.091275608,0.091275608
1962,"x11_telecommunications_world",0.095773279,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.095773279,0.095773279
1963,"x11_telecommunications_world",0.100632356,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.100632356,0.100632356
1964,"x11_telecommunications_world",0.106246722,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.106246722,0.106246722
1965,"x11_telecommunications_world",0.114262242,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.114262242,0.114262242
1966,"x11_telecommunications_world",0.120547652,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.120547652,0.120547652
1967,"x11_telecommunications_world",0.127954624,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.127954624,0.127954624
1968,"x11_telecommunications_world",0.135761607,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.135761607,0.135761607
1969,"x11_telecommunications_world",0.144863149,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.144863149,0.144863149
1970,"x11_telecommunications_world",0.162698206,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.162698206,0.162698206
1971,"x11_telecommunications_world",0.174285606,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.174285606,0.174285606
1972,"x11_telecommunications_world",0.187845733,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.187845733,0.187845733
1973,"x11_telecommunications_world",0.204249287,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.204249287,0.204249287
1974,"x11_telecommunications_world",0.216435751,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.216435751,0.216435751
1975,"x11_telecommunications_world",0.23224443,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.23224443,0.23224443
1976,"x11_telecommunications_world",0.246823188,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.246823188,0.246823188
1977,"x11_telecommunications_world",0.263164467,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.263164467,0.263164467
1978,"x11_telecommunications_world",0.280220488,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.280220488,0.280220488
1979,"x11_telecommunications_world",0.297893866,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.297893866,0.297893866
1980,"x11_telecommunications_world",0.315406442,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.315406442,0.315406442
1981,"x11_telecommunications_world",0.343362806,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.343362806,0.343362806
1982,"x11_telecommunications_world",0.305453524,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.305453524,0.305453524
1983,"x11_telecommunications_world",0.318561099,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.318561099,0.318561099
1984,"x11_telecommunications_world",0.333792234,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.333792234,0.333792234
1985,"x11_telecommunications_world",0.349663642,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.349663642,0.349663642
1986,"x11_telecommunications_world",0.366376789,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.366376789,0.366376789
1987,"x11_telecommunications_world",0.385208811,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.385208811,0.385208811
1988,"x11_telecommunications_world",0.406002694,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.406002694,0.406002694
1989,"x11_telecommunications_world",0.428804116,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.428804116,0.428804116
1990,"x11_telecommunications_world",0.522457455,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.522457455,0.522457455
1991,"x11_telecommunications_world",0.552358619,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.552358619,0.552358619
1992,"x11_telecommunications_world",0.586434353,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.586434353,0.586434353
1993,"x11_telecommunications_world",0.628461709,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.628461709,0.628461709
1994,"x11_telecommunications_world",0.688769355,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.688769355,0.688769355
1995,"x11_telecommunications_world",0.769069094,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.769069094,0.769069094
1996,"x11_telecommunications_world",0.872207272,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.872207272,0.872207272
1997,"x11_telecommunications_world",0.994819001,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,0.994819001,0.994819001
1998,"x11_telecommunications_world",1.140342712,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,1.140342712,1.140342712
1999,"x11_telecommunications_world",1.372074947,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,1.372074947,1.372074947
2000,"x11_telecommunications_world",1.68287694,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,1.68287694,1.68287694
2001,"x11_telecommunications_world",1.961070304,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,1.961070304,1.961070304
2002,"x11_telecommunications_world",2.210014126,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,2.210014126,2.210014126
2003,"x11_telecommunications_world",2.51139346,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,2.51139346,2.51139346
2004,"x11_telecommunications_world",2.9278718625,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,2.9278718625,2.9278718625
2005,"x11_telecommunications_world",3.411931612,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,3.411931612,3.411931612
2006,"x11_telecommunications_world",3.967829525,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,3.967829525,3.967829525
2007,"x11_telecommunications_world",4.583242442,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,4.583242442,4.583242442
2008,"x11_telecommunications_world",5.239102123,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,5.239102123,5.239102123
2009,"x11_telecommunications_world",5.850281718,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,5.850281718,5.850281718
2010,"x11_telecommunications_world",6.487050311,"Socio-economic Trends","Tele- communications","bn phone subscriptions",NA,6.487050311,6.487050311
1950,"x12_international_tourism_world",25.3,"Socio-economic Trends","International Tourism","mn arrivals",NA,25.3,25.3
1960,"x12_international_tourism_world",69.3,"Socio-economic Trends","International Tourism","mn arrivals",NA,69.3,69.3
1965,"x12_international_tourism_world",112.9,"Socio-economic Trends","International Tourism","mn arrivals",NA,112.9,112.9
1970,"x12_international_tourism_world",165.8,"Socio-economic Trends","International Tourism","mn arrivals",NA,165.8,165.8
1975,"x12_international_tourism_world",222.3,"Socio-economic Trends","International Tourism","mn arrivals",NA,222.3,222.3
1980,"x12_international_tourism_world",276.7,"Socio-economic Trends","International Tourism","mn arrivals",NA,276.7,276.7
1981,"x12_international_tourism_world",276.9,"Socio-economic Trends","International Tourism","mn arrivals",NA,276.9,276.9
1982,"x12_international_tourism_world",276.7,"Socio-economic Trends","International Tourism","mn arrivals",NA,276.7,276.7
1983,"x12_international_tourism_world",280.3,"Socio-economic Trends","International Tourism","mn arrivals",NA,280.3,280.3
1984,"x12_international_tourism_world",304.8,"Socio-economic Trends","International Tourism","mn arrivals",NA,304.8,304.8
1985,"x12_international_tourism_world",317.9,"Socio-economic Trends","International Tourism","mn arrivals",NA,317.9,317.9
